orf_id	contig	orf_index	phrog_id	phrog_category	evalue	score
PC142218_1	PC142218	1	NA	unannotated	NA	NA
PC621994_1	PC621994	1	NA	unannotated	NA	NA
PC633638_4	PC633638	4	5517	unknown function	4.5e-81	274.5
PC931883_2	PC931883	2	NA	unannotated	NA	NA
PC1368984_7	PC1368984	7	NA	unannotated	NA	NA
PC1090580_1	PC1090580	1	14556	unknown function	0.014	15.7
PC1128821_1	PC1128821	1	NA	unannotated	NA	NA
PC1481536_7	PC1481536	7	11823	unknown function	2.8e-35	123.4
PC944736_1	PC944736	1	25556	unknown function	6.3e-14	53.9
PC512511_3	PC512511	3	NA	unannotated	NA	NA
PC1330148_2	PC1330148	2	29094	unknown function	0.6	11.5
PC105151_2	PC105151	2	26606	unknown function	3.5e-06	27.8
PC1319_5	PC1319	5	NA	unannotated	NA	NA
PC1216110_2	PC1216110	2	1	integration and excision	1.1e-49	171.7
PC1574180_2	PC1574180	2	4594	unknown function	5.2	8.4
PC660515_6	PC660515	6	NA	unannotated	NA	NA
PC180302_2	PC180302	2	NA	unannotated	NA	NA
PC422059_3	PC422059	3	16961	unknown function	0.38	12.5
PC954446_6	PC954446	6	30171	unknown function	1.4e-152	510.3
PC1399336_2	PC1399336	2	11528	unknown function	8.1e-77	259.9
PC383301_1	PC383301	1	11698	unknown function	1.6e-06	29.0
PC588907_3	PC588907	3	20214	DNA, RNA and nucleotide metabolism	1.3e-32	115.0
PC1073232_2	PC1073232	2	7897	unknown function	1e-29	105.4
PC1424967_1	PC1424967	1	NA	unannotated	NA	NA
PC521914_12	PC521914	12	424	moron, auxiliary metabolic gene and host takeover	1.3e-29	105.0
PC738080_1	PC738080	1	NA	unannotated	NA	NA
PC1124633_1	PC1124633	1	2170	moron, auxiliary metabolic gene and host takeover	1.6e-09	38.8
PC313967_5	PC313967	5	NA	unannotated	NA	NA
PC1493080_4	PC1493080	4	9684	unknown function	6.2e-18	66.8
PC1295076_5	PC1295076	5	186	DNA, RNA and nucleotide metabolism	0.00024	22.4
PC33163_1	PC33163	1	5836	unknown function	1.3e-46	160.7
PC1017553_1	PC1017553	1	22457	unknown function	0.43	11.7
PC638721_3	PC638721	3	4752	other	0.13	13.0
PC1519834_1	PC1519834	1	7800	moron, auxiliary metabolic gene and host takeover	4.5e-45	156.0
PC1106923_1	PC1106923	1	24410	unknown function	0.065	14.5
PC1183122_1	PC1183122	1	NA	unannotated	NA	NA
PC1321150_1	PC1321150	1	7927	unknown function	0.0089	17.9
PC1203649_1	PC1203649	1	2034	unknown function	7.8e-33	115.2
PC772976_3	PC772976	3	NA	unannotated	NA	NA
PC1238576_3	PC1238576	3	NA	unannotated	NA	NA
PC1221661_54	PC1221661	54	62	DNA, RNA and nucleotide metabolism	5.4e-106	357.2
PC1113689_1	PC1113689	1	35217	unknown function	7.9e-182	607.0
PC415959_2	PC415959	2	23604	unknown function	0.3	12.6
PC1220580_2	PC1220580	2	NA	unannotated	NA	NA
PC640409_4	PC640409	4	27727	unknown function	0.13	14.0
PC318526_2	PC318526	2	24762	unknown function	0.0078	17.9
PC270566_1	PC270566	1	18609	other	1.4e-11	45.1
PC1398294_1	PC1398294	1	NA	unannotated	NA	NA
PC1504486_6	PC1504486	6	24055	unknown function	0.082	14.4
PC1107328_1	PC1107328	1	20418	unknown function	0.15	13.6
PC1364531_2	PC1364531	2	28622	unknown function	1.8e-12	45.4
PC751521_2	PC751521	2	NA	unannotated	NA	NA
PC362323_5	PC362323	5	2172	unknown function	2e-14	55.4
PC2288_2	PC2288	2	30585	DNA, RNA and nucleotide metabolism	1.3e-08	34.6
PC238511_4	PC238511	4	13773	unknown function	0.36	12.6
PC343983_4	PC343983	4	NA	unannotated	NA	NA
PC1382454_3	PC1382454	3	NA	unannotated	NA	NA
PC1402692_2	PC1402692	2	6731	unknown function	1e-93	315.9
PC1519011_5	PC1519011	5	NA	unannotated	NA	NA
PC194242_1	PC194242	1	38746	unknown function	0.069	14.7
PC654526_1	PC654526	1	12842	unknown function	0.1	14.2
PC1089727_9	PC1089727	9	29660	unknown function	0.2	13.1
PC614934_3	PC614934	3	3830	unknown function	0.00091	19.0
PC1468261_20	PC1468261	20	12453	unknown function	0.28	13.1
PC1227248_2	PC1227248	2	37692	unknown function	0.042	15.2
PC1511634_3	PC1511634	3	NA	unannotated	NA	NA
PC1502356_5	PC1502356	5	6929	other	0.041	15.6
PC345788_27	PC345788	27	21134	unknown function	1e-13	53.3
PC817791_1	PC817791	1	239	DNA, RNA and nucleotide metabolism	2.9e-21	77.6
PC1155484_2	PC1155484	2	2440	transcription regulation	0.00058	21.3
PC1174685_2	PC1174685	2	38840	unknown function	0.00024	22.4
PC1207762_1	PC1207762	1	11157	unknown function	0.058	11.2
PC371122_1	PC371122	1	NA	unannotated	NA	NA
PC1165607_3	PC1165607	3	17464	DNA, RNA and nucleotide metabolism	8.1e-23	82.0
PC759974_1	PC759974	1	296	integration and excision	0.13	12.4
PC1221661_51	PC1221661	51	38185	unknown function	0.23	12.9
PC1207690_4	PC1207690	4	1740	transcription regulation	9.7e-22	78.7
PC1185019_2	PC1185019	2	12514	unknown function	0.045	14.6
PC637266_1	PC637266	1	102	lysis	5.2e-10	40.8
PC79520_4	PC79520	4	478	integration and excision	1.2	10.6
PC154416_1	PC154416	1	6880	other	2.2e-48	166.4
PC1039529_8	PC1039529	8	33941	unknown function	4.2e-05	25.0
PC1544842_2	PC1544842	2	14785	unknown function	0.033	16.1
PC848103_1	PC848103	1	5879	unknown function	4.6e-33	116.1
PC1090754_16	PC1090754	16	8821	lysis	0.018	16.7
PC1176983_2	PC1176983	2	15334	unknown function	3.3e-44	153.0
PC1244192_3	PC1244192	3	2392	moron, auxiliary metabolic gene and host takeover	1.1e-29	104.9
PC1012789_2	PC1012789	2	NA	unannotated	NA	NA
PC394230_2	PC394230	2	NA	unannotated	NA	NA
PC204053_45	PC204053	45	1153	unknown function	0.18	13.0
PC995959_1	PC995959	1	37588	unknown function	0.0084	17.9
PC1203259_2	PC1203259	2	174	DNA, RNA and nucleotide metabolism	1.6e-05	26.2
PC455509_3	PC455509	3	7872	unknown function	2.5e-38	133.4
PC57146_1	PC57146	1	19065	unknown function	6.4e-41	142.1
PC948847_1	PC948847	1	14937	unknown function	1.4e-07	33.2
PC247106_2	PC247106	2	13587	unknown function	0.026	15.9
PC1364962_4	PC1364962	4	NA	unannotated	NA	NA
PC62100_2	PC62100	2	4752	other	2.8e-18	67.6
PC778826_4	PC778826	4	NA	unannotated	NA	NA
PC837822_1	PC837822	1	NA	unannotated	NA	NA
PC956554_1	PC956554	1	31339	unknown function	2.3	9.6
PC1523184_2	PC1523184	2	66	integration and excision	0.0019	19.5
PC709226_1	PC709226	1	NA	unannotated	NA	NA
PC269820_1	PC269820	1	NA	unannotated	NA	NA
PC824115_3	PC824115	3	13101	unknown function	0.13	14.0
PC1100559_1	PC1100559	1	NA	unannotated	NA	NA
PC821086_3	PC821086	3	15334	unknown function	1.3e-12	49.2
PC993496_2	PC993496	2	29874	unknown function	0.25	13.0
PC394036_5	PC394036	5	2466	lysis	0.05	14.9
PC428673_6	PC428673	6	13223	unknown function	0.4	11.7
PC668547_3	PC668547	3	3739	unknown function	4.3e-17	64.5
PC759974_8	PC759974	8	789	other	1.2e-24	88.5
PC1115331_1	PC1115331	1	NA	unannotated	NA	NA
PC457727_6	PC457727	6	10947	unknown function	3.6e-15	57.3
PC761223_1	PC761223	1	32699	unknown function	3.5e-183	611.4
PC1284556_5	PC1284556	5	2498	unknown function	0.31	12.8
PC1049258_1	PC1049258	1	17814	unknown function	0.065	14.8
PC996551_2	PC996551	2	31146	unknown function	2.5e-08	34.8
PC603187_2	PC603187	2	9266	unknown function	1.9e-68	232.4
PC496777_1	PC496777	1	NA	unannotated	NA	NA
PC155293_2	PC155293	2	6697	unknown function	1.9e-13	52.3
PC488847_10	PC488847	10	NA	unannotated	NA	NA
PC844424_2	PC844424	2	34343	unknown function	0.25	12.4
PC968190_7	PC968190	7	9787	other	1.4e-49	169.6
PC656177_2	PC656177	2	16	DNA, RNA and nucleotide metabolism	3.5e-81	275.3
PC1466350_4	PC1466350	4	11823	unknown function	1.5e-60	206.9
PC313815_5	PC313815	5	632	moron, auxiliary metabolic gene and host takeover	0.015	17.0
PC1000432_3	PC1000432	3	17492	unknown function	0.073	13.8
PC355208_5	PC355208	5	6968	unknown function	0.34	12.2
PC206535_2	PC206535	2	27307	unknown function	1.4	10.1
PC662241_2	PC662241	2	3427	lysis	3.0	9.3
PC12426_9	PC12426	9	5322	unknown function	0.025	15.7
PC1183122_3	PC1183122	3	NA	unannotated	NA	NA
PC1406820_2	PC1406820	2	NA	unannotated	NA	NA
PC512728_1	PC512728	1	NA	unannotated	NA	NA
PC162168_3	PC162168	3	7897	unknown function	4.2e-28	100.1
PC1495504_2	PC1495504	2	27399	unknown function	0.076	14.7
PC1130206_4	PC1130206	4	NA	unannotated	NA	NA
PC565393_3	PC565393	3	14272	unknown function	0.0003	21.7
PC277824_2	PC277824	2	NA	unannotated	NA	NA
PC1223989_4	PC1223989	4	66	integration and excision	1.4e-08	36.4
PC907410_4	PC907410	4	4390	unknown function	2e-07	32.3
PC285847_3	PC285847	3	NA	unannotated	NA	NA
PC399361_5	PC399361	5	5594	unknown function	2.8e-41	143.5
PC612694_9	PC612694	9	NA	unannotated	NA	NA
PC1411472_4	PC1411472	4	1077	transcription regulation	2.5e-09	39.1
PC1438022_1	PC1438022	1	21223	unknown function	0.018	14.8
PC1252211_2	PC1252211	2	9742	unknown function	0.28	12.4
PC307838_2	PC307838	2	1049	head and packaging	0.17	13.3
PC1555591_3	PC1555591	3	NA	unannotated	NA	NA
PC295893_9	PC295893	9	NA	unannotated	NA	NA
PC69725_8	PC69725	8	44	DNA, RNA and nucleotide metabolism	9.8e-06	27.0
PC1070782_3	PC1070782	3	NA	unannotated	NA	NA
PC836705_3	PC836705	3	NA	unannotated	NA	NA
PC488921_4	PC488921	4	27081	unknown function	0.016	16.8
PC608435_4	PC608435	4	NA	unannotated	NA	NA
PC690132_8	PC690132	8	1967	DNA, RNA and nucleotide metabolism	4.7e-66	225.4
PC1049358_1	PC1049358	1	37023	DNA, RNA and nucleotide metabolism	0.16	13.2
PC201035_2	PC201035	2	20640	unknown function	5.8	8.2
PC364378_6	PC364378	6	18111	other	1.4e-15	58.8
PC1504506_2	PC1504506	2	453	DNA, RNA and nucleotide metabolism	8.1e-38	132.4
PC1107445_1	PC1107445	1	4377	unknown function	1.0	11.1
PC33648_2	PC33648	2	18891	tail	0.05	12.9
PC3004_3	PC3004	3	11157	unknown function	0.011	13.7
PC1441540_3	PC1441540	3	2737	unknown function	1.2e-26	94.0
PC60087_2	PC60087	2	8239	tail	4.5e-126	423.8
PC702282_1	PC702282	1	543	DNA, RNA and nucleotide metabolism	1.6e-61	209.9
PC1116784_1	PC1116784	1	32289	unknown function	0.51	11.7
PC414908_3	PC414908	3	4225	DNA, RNA and nucleotide metabolism	0.024	15.2
PC1268627_1	PC1268627	1	3649	unknown function	0.17	12.3
PC856379_1	PC856379	1	29099	unknown function	2.3e-39	135.9
PC391918_2	PC391918	2	13024	unknown function	1e-15	59.4
PC1153632_3	PC1153632	3	8784	moron, auxiliary metabolic gene and host takeover	1.4e-11	46.1
PC675307_7	PC675307	7	NA	unannotated	NA	NA
PC1120005_1	PC1120005	1	37815	unknown function	0.098	14.7
PC284033_3	PC284033	3	NA	unannotated	NA	NA
PC1266430_2	PC1266430	2	2244	DNA, RNA and nucleotide metabolism	6.2e-05	24.1
PC1303588_1	PC1303588	1	7897	unknown function	4.2e-27	96.8
PC567421_1	PC567421	1	NA	unannotated	NA	NA
PC140530_3	PC140530	3	NA	unannotated	NA	NA
PC200833_1	PC200833	1	18202	unknown function	4.1e-44	152.7
PC715072_3	PC715072	3	NA	unannotated	NA	NA
PC1033156_6	PC1033156	6	2328	transcription regulation	0.021	16.1
PC1160889_1	PC1160889	1	6777	unknown function	1.4e-14	55.1
PC450529_1	PC450529	1	293	moron, auxiliary metabolic gene and host takeover	1.1e-76	260.2
PC1391837_2	PC1391837	2	3736	unknown function	4.5e-55	188.7
PC161015_1	PC161015	1	27159	unknown function	0.00055	21.6
PC1412630_4	PC1412630	4	2640	other	1.4e-18	68.4
PC1504486_5	PC1504486	5	2713	unknown function	1.4e-75	256.8
PC109416_2	PC109416	2	9148	other	6.2e-57	194.8
PC677719_1	PC677719	1	NA	unannotated	NA	NA
PC198425_2	PC198425	2	1368	transcription regulation	0.0005	21.3
PC35540_1	PC35540	1	NA	unannotated	NA	NA
PC950929_28	PC950929	28	7021	unknown function	0.039	14.8
PC230873_1	PC230873	1	3333	other	1.7	9.0
PC1382541_2	PC1382541	2	8793	unknown function	5.2e-18	66.8
PC1416420_1	PC1416420	1	NA	unannotated	NA	NA
PC1569116_2	PC1569116	2	34613	unknown function	5.2e-69	234.6
PC226459_3	PC226459	3	NA	unannotated	NA	NA
PC271072_4	PC271072	4	27591	unknown function	0.097	13.1
PC1456502_2	PC1456502	2	21037	unknown function	0.15	12.8
PC1083744_3	PC1083744	3	NA	unannotated	NA	NA
PC231427_2	PC231427	2	20966	unknown function	6.3e-38	132.3
PC1533699_2	PC1533699	2	NA	unannotated	NA	NA
PC790866_1	PC790866	1	5594	unknown function	2.8e-27	97.4
PC344822_2	PC344822	2	NA	unannotated	NA	NA
PC939600_4	PC939600	4	38523	unknown function	4.1e-75	254.6
PC417635_1	PC417635	1	25152	unknown function	0.55	11.6
PC863907_1	PC863907	1	453	DNA, RNA and nucleotide metabolism	4.4e-44	153.0
PC713520_6	PC713520	6	11698	unknown function	2.5e-07	31.7
PC749359_3	PC749359	3	200	other	3.7e-15	57.4
PC1272812_1	PC1272812	1	5934	moron, auxiliary metabolic gene and host takeover	9.4e-25	88.1
PC72472_5	PC72472	5	20399	unknown function	0.29	12.5
PC895438_3	PC895438	3	30388	unknown function	0.18	13.8
PC696485_2	PC696485	2	34	DNA, RNA and nucleotide metabolism	6.3e-14	53.8
PC277840_3	PC277840	3	NA	unannotated	NA	NA
PC884228_2	PC884228	2	3194	unknown function	0.28	12.6
PC1489339_5	PC1489339	5	15577	unknown function	1.8e-80	272.3
PC1220110_1	PC1220110	1	540	DNA, RNA and nucleotide metabolism	0.18	11.7
PC848046_1	PC848046	1	13933	DNA, RNA and nucleotide metabolism	1.7e-08	34.6
PC866491_4	PC866491	4	3861	lysis	2.2	8.6
PC962944_11	PC962944	11	9284	lysis	0.022	16.1
PC553744_4	PC553744	4	19172	unknown function	6e-17	63.1
PC805178_8	PC805178	8	NA	unannotated	NA	NA
PC838907_1	PC838907	1	36567	unknown function	0.46	12.4
PC1253879_2	PC1253879	2	2199	integration and excision	4.9e-49	168.8
PC1525576_5	PC1525576	5	10435	unknown function	0.56	11.5
PC1534994_1	PC1534994	1	NA	unannotated	NA	NA
PC626565_4	PC626565	4	21606	unknown function	0.16	13.4
PC714995_7	PC714995	7	5594	unknown function	8.8e-16	59.4
PC799727_11	PC799727	11	1249	other	0.0032	18.7
PC1386221_2	PC1386221	2	6906	unknown function	0.033	15.8
PC1565236_6	PC1565236	6	NA	unannotated	NA	NA
PC881452_1	PC881452	1	2484	DNA, RNA and nucleotide metabolism	2.3e-68	232.7
PC1572529_1	PC1572529	1	26462	unknown function	5.9e-16	60.0
PC419864_3	PC419864	3	NA	unannotated	NA	NA
PC1515520_1	PC1515520	1	12197	unknown function	7.9e-21	76.0
PC532085_2	PC532085	2	35318	unknown function	4.1	8.9
PC1055581_3	PC1055581	3	4899	unknown function	8.7e-07	30.7
PC1461473_1	PC1461473	1	6397	DNA, RNA and nucleotide metabolism	0.0015	18.6
PC1386223_2	PC1386223	2	13773	unknown function	0.28	12.9
PC1229515_4	PC1229515	4	18553	unknown function	2.8e-56	192.9
PC40701_2	PC40701	2	731	unknown function	6.5e-23	82.7
PC1449163_1	PC1449163	1	7301	unknown function	1.4e-07	31.1
PC552045_3	PC552045	3	23352	unknown function	0.08	14.7
PC471208_3	PC471208	3	20062	unknown function	2e-87	295.1
PC194575_2	PC194575	2	24989	unknown function	7.2e-21	76.3
PC1068929_2	PC1068929	2	NA	unannotated	NA	NA
PC1096172_1	PC1096172	1	NA	unannotated	NA	NA
PC1043726_1	PC1043726	1	NA	unannotated	NA	NA
PC93599_1	PC93599	1	9988	unknown function	0.02	16.3
PC921240_4	PC921240	4	2034	unknown function	2.7e-53	182.5
PC1222428_4	PC1222428	4	14713	unknown function	6.3	8.0
PC75849_4	PC75849	4	107	DNA, RNA and nucleotide metabolism	0.13	12.8
PC231238_4	PC231238	4	31913	unknown function	0.18	13.2
PC630308_4	PC630308	4	33600	unknown function	0.044	15.7
PC985483_1	PC985483	1	19450	unknown function	0.016	16.7
PC485038_5	PC485038	5	293	moron, auxiliary metabolic gene and host takeover	3.1e-74	252.1
PC1379620_2	PC1379620	2	8734	unknown function	0.29	12.7
PC404772_4	PC404772	4	7878	other	0.0012	20.4
PC743808_3	PC743808	3	NA	unannotated	NA	NA
PC750058_2	PC750058	2	14254	unknown function	1e-17	65.7
PC1077512_1	PC1077512	1	NA	unannotated	NA	NA
PC1431052_4	PC1431052	4	NA	unannotated	NA	NA
PC1473237_2	PC1473237	2	15306	unknown function	0.046	15.7
PC227522_2	PC227522	2	7897	unknown function	1.6e-42	147.6
PC49835_3	PC49835	3	19918	unknown function	3e-104	350.6
PC997891_1	PC997891	1	26048	unknown function	5.9e-05	24.2
PC1348928_1	PC1348928	1	15933	unknown function	0.17	13.4
PC437754_1	PC437754	1	NA	unannotated	NA	NA
PC1379992_2	PC1379992	2	11199	unknown function	6.6e-33	115.7
PC1350086_2	PC1350086	2	NA	unannotated	NA	NA
PC38946_2	PC38946	2	151	integration and excision	1.5e-18	68.2
PC1363346_6	PC1363346	6	1535	tail	0.00054	19.7
PC714995_5	PC714995	5	20720	unknown function	1.1e-26	95.2
PC899343_1	PC899343	1	10912	other	3.9e-23	82.9
PC657809_1	PC657809	1	1319	other	0.011	16.3
PC1134327_2	PC1134327	2	10675	unknown function	0.019	16.6
PC1538433_2	PC1538433	2	NA	unannotated	NA	NA
PC311776_3	PC311776	3	NA	unannotated	NA	NA
PC1471578_2	PC1471578	2	7590	unknown function	4.5e-07	31.4
PC1226357_3	PC1226357	3	7301	unknown function	0.0071	15.5
PC259867_5	PC259867	5	15013	unknown function	0.017	16.7
PC28958_3	PC28958	3	11145	DNA, RNA and nucleotide metabolism	1.3e-05	26.1
PC1217353_5	PC1217353	5	29644	unknown function	0.012	17.4
PC761097_3	PC761097	3	13741	unknown function	7e-10	40.8
PC861900_2	PC861900	2	23258	unknown function	8.1e-06	27.3
PC78621_3	PC78621	3	NA	unannotated	NA	NA
PC58270_7	PC58270	7	7486	unknown function	5.1	8.6
PC1357430_2	PC1357430	2	10430	unknown function	3.1e-74	252.3
PC1230960_1	PC1230960	1	NA	unannotated	NA	NA
PC804449_1	PC804449	1	1550	moron, auxiliary metabolic gene and host takeover	0.0018	18.6
PC197388_4	PC197388	4	NA	unannotated	NA	NA
PC441753_1	PC441753	1	12822	unknown function	0.094	14.2
PC877140_4	PC877140	4	17467	unknown function	5.9e-10	39.2
PC108366_1	PC108366	1	1123	unknown function	0.052	14.9
PC381370_2	PC381370	2	2736	other	4.5e-17	63.7
PC595149_3	PC595149	3	8870	unknown function	0.06	14.6
PC550855_4	PC550855	4	3865	unknown function	0.00022	22.9
PC604458_1	PC604458	1	18665	unknown function	0.052	15.3
PC1481536_2	PC1481536	2	NA	unannotated	NA	NA
PC1016278_1	PC1016278	1	NA	unannotated	NA	NA
PC1408279_4	PC1408279	4	36375	unknown function	0.17	13.4
PC1459712_2	PC1459712	2	10061	unknown function	0.092	14.4
PC1468261_18	PC1468261	18	NA	unannotated	NA	NA
PC823273_3	PC823273	3	12942	unknown function	3.6e-28	100.3
PC718591_3	PC718591	3	3736	unknown function	4e-16	60.8
PC53165_1	PC53165	1	6397	DNA, RNA and nucleotide metabolism	0.089	12.8
PC993251_1	PC993251	1	6241	unknown function	5.5e-82	277.5
PC333700_1	PC333700	1	7301	unknown function	1.8e-184	616.7
PC142419_2	PC142419	2	5846	DNA, RNA and nucleotide metabolism	5.8e-19	70.1
PC1342807_2	PC1342807	2	16859	unknown function	0.027	15.9
PC1071015_1	PC1071015	1	5731	unknown function	0.55	11.8
PC747560_1	PC747560	1	32027	unknown function	7.7e-109	366.8
PC488013_1	PC488013	1	NA	unannotated	NA	NA
PC520320_2	PC520320	2	NA	unannotated	NA	NA
PC1467237_1	PC1467237	1	5198	unknown function	0.0045	18.6
PC923221_4	PC923221	4	435	lysis	3.7e-35	123.4
PC104379_3	PC104379	3	3736	unknown function	2e-40	140.6
PC117863_4	PC117863	4	15032	unknown function	0.051	13.1
PC74948_57	PC74948	57	669	lysis	1.9e-16	60.2
PC136959_1	PC136959	1	11823	unknown function	9.7e-111	372.8
PC341_4	PC341	4	NA	unannotated	NA	NA
PC1131832_1	PC1131832	1	NA	unannotated	NA	NA
PC656273_3	PC656273	3	NA	unannotated	NA	NA
PC231928_2	PC231928	2	16981	unknown function	8e-15	56.6
PC988282_1	PC988282	1	35050	unknown function	0.31	12.5
PC484057_7	PC484057	7	35757	unknown function	0.2	13.2
PC202_2	PC202	2	453	DNA, RNA and nucleotide metabolism	7.3e-26	93.0
PC568007_7	PC568007	7	NA	unannotated	NA	NA
PC136311_1	PC136311	1	NA	unannotated	NA	NA
PC457917_3	PC457917	3	6512	moron, auxiliary metabolic gene and host takeover	0.28	10.4
PC554095_2	PC554095	2	8741	unknown function	1.5e-34	121.4
PC129811_1	PC129811	1	20458	unknown function	1.4e-83	283.0
PC228104_5	PC228104	5	NA	unannotated	NA	NA
PC1532217_3	PC1532217	3	7301	unknown function	3.1e-06	26.7
PC579744_1	PC579744	1	1319	other	2.3e-63	215.8
PC1532998_9	PC1532998	9	19509	unknown function	4.1e-265	882.2
PC708940_2	PC708940	2	20966	unknown function	9.2e-36	125.2
PC585020_1	PC585020	1	9148	other	0.0019	18.8
PC952883_2	PC952883	2	626	DNA, RNA and nucleotide metabolism	1.5e-59	201.8
PC1165622_2	PC1165622	2	731	unknown function	1.6e-61	209.0
PC660570_2	PC660570	2	5687	unknown function	0.011	15.6
PC626429_1	PC626429	1	NA	unannotated	NA	NA
PC1155399_3	PC1155399	3	29364	unknown function	6.2e-40	139.4
PC1026291_4	PC1026291	4	NA	unannotated	NA	NA
PC1436478_5	PC1436478	5	168	DNA, RNA and nucleotide metabolism	0.0002	22.7
PC141016_2	PC141016	2	19918	unknown function	2.6e-92	311.3
PC457727_7	PC457727	7	NA	unannotated	NA	NA
PC982867_3	PC982867	3	2262	integration and excision	1.2e-14	55.9
PC1074998_1	PC1074998	1	NA	unannotated	NA	NA
PC1097488_1	PC1097488	1	NA	unannotated	NA	NA
PC1359404_3	PC1359404	3	12817	transcription regulation	0.0006	21.2
PC297259_5	PC297259	5	NA	unannotated	NA	NA
PC335897_3	PC335897	3	2172	unknown function	1.5e-05	26.2
PC1013504_1	PC1013504	1	NA	unannotated	NA	NA
PC628568_6	PC628568	6	NA	unannotated	NA	NA
PC1065662_1	PC1065662	1	NA	unannotated	NA	NA
PC477095_1	PC477095	1	5298	moron, auxiliary metabolic gene and host takeover	6e-07	30.0
PC519596_36	PC519596	36	67	other	1e-48	168.5
PC927344_2	PC927344	2	NA	unannotated	NA	NA
PC1034999_2	PC1034999	2	11744	unknown function	0.42	12.3
PC1433043_8	PC1433043	8	23041	unknown function	2.3e-40	140.5
PC1418326_3	PC1418326	3	NA	unannotated	NA	NA
PC662385_3	PC662385	3	21998	unknown function	4.9e-62	211.4
PC1443351_2	PC1443351	2	20835	unknown function	0.24	13.1
PC805743_3	PC805743	3	NA	unannotated	NA	NA
PC15928_1	PC15928	1	NA	unannotated	NA	NA
PC751116_2	PC751116	2	NA	unannotated	NA	NA
PC562856_10	PC562856	10	NA	unannotated	NA	NA
PC52511_1	PC52511	1	585	unknown function	0.3	12.9
PC1079555_3	PC1079555	3	NA	unannotated	NA	NA
PC766901_1	PC766901	1	NA	unannotated	NA	NA
PC226459_4	PC226459	4	1740	transcription regulation	1.4e-20	74.8
PC1037406_4	PC1037406	4	NA	unannotated	NA	NA
PC634236_2	PC634236	2	3423	unknown function	2.3e-33	116.9
PC1318760_2	PC1318760	2	NA	unannotated	NA	NA
PC158456_2	PC158456	2	13568	unknown function	0.4	13.1
PC318671_3	PC318671	3	3736	unknown function	2.6e-15	58.1
PC113470_2	PC113470	2	9256	unknown function	6.3e-06	28.0
PC548950_1	PC548950	1	1	integration and excision	6.5e-47	162.6
PC1233107_3	PC1233107	3	NA	unannotated	NA	NA
PC300508_1	PC300508	1	13115	unknown function	0.022	16.4
PC589672_1	PC589672	1	3171	DNA, RNA and nucleotide metabolism	0.35	11.8
